table_name,column_name,foreign_table_name,foreign_column_name
ci_build_needs,build_id,ci_builds,id
analytics_cycle_analytics_project_stages,start_event_label_id,labels,id
analytics_cycle_analytics_project_stages,project_id,projects,id
analytics_cycle_analytics_project_stages,end_event_label_id,labels,id
allowed_email_domains,group_id,namespaces,id
analytics_cycle_analytics_group_stages,group_value_stream_id,analytics_cycle_analytics_group_value_streams,id
analytics_cycle_analytics_group_stages,start_event_label_id,labels,id
analytics_cycle_analytics_group_stages,group_id,namespaces,id
analytics_cycle_analytics_group_stages,end_event_label_id,labels,id
list_user_preferences,list_id,lists,id
list_user_preferences,user_id,users,id
milestone_releases,release_id,releases,id
milestone_releases,milestone_id,milestones,id
external_pull_requests,project_id,projects,id
alerts_service_data,service_id,services,id
packages_tags,package_id,packages_packages,id
analytics_language_trend_repository_languages,project_id,projects,id
analytics_language_trend_repository_languages,programming_language_id,programming_languages,id
project_pages_metadata,pages_deployment_id,pages_deployments,id
project_pages_metadata,artifacts_archive_id,ci_job_artifacts,id
project_pages_metadata,project_id,projects,id
grafana_integrations,project_id,projects,id
issues_prometheus_alert_events,prometheus_alert_event_id,prometheus_alert_events,id
issues_prometheus_alert_events,issue_id,issues,id
vulnerabilities,last_edited_by_id,users,id
vulnerabilities,milestone_id,milestones,id
vulnerabilities,epic_id,epics,id
vulnerabilities,dismissed_by_id,users,id
vulnerabilities,resolved_by_id,users,id
vulnerabilities,updated_by_id,users,id
vulnerabilities,due_date_sourcing_milestone_id,milestones,id
vulnerabilities,start_date_sourcing_milestone_id,milestones,id
vulnerabilities,confirmed_by_id,users,id
vulnerabilities,author_id,users,id
vulnerabilities,project_id,projects,id
cluster_providers_aws,cluster_id,clusters,id
evidences,release_id,releases,id
description_versions,merge_request_id,merge_requests,id
description_versions,issue_id,issues,id
description_versions,epic_id,epics,id
self_managed_prometheus_alert_events,project_id,projects,id
self_managed_prometheus_alert_events,environment_id,environments,id
aws_roles,user_id,users,id
issues_self_managed_prometheus_alert_events,issue_id,issues,id
issues_self_managed_prometheus_alert_events,self_managed_prometheus_alert_event_id,self_managed_prometheus_alert_events,id
zoom_meetings,project_id,projects,id
zoom_meetings,issue_id,issues,id
clusters_applications_elastic_stacks,cluster_id,clusters,id
group_group_links,shared_with_group_id,namespaces,id
group_group_links,shared_group_id,namespaces,id
deployment_merge_requests,environment_id,environments,id
deployment_merge_requests,merge_request_id,merge_requests,id
deployment_merge_requests,deployment_id,deployments,id
packages_conan_file_metadata,package_file_id,packages_package_files,id
users_security_dashboard_projects,project_id,projects,id
users_security_dashboard_projects,user_id,users,id
packages_conan_metadata,package_id,packages_packages,id
ci_subscriptions_projects,downstream_project_id,projects,id
ci_subscriptions_projects,upstream_project_id,projects,id
plan_limits,plan_id,plans,id
clusters_applications_crossplane,cluster_id,clusters,id
vulnerability_issue_links,vulnerability_id,vulnerabilities,id
vulnerability_issue_links,issue_id,issues,id
issue_user_mentions,note_id,notes,id
issue_user_mentions,issue_id,issues,id
merge_request_user_mentions,merge_request_id,merge_requests,id
merge_request_user_mentions,note_id,notes,id
epic_user_mentions,note_id,notes,id
epic_user_mentions,epic_id,epics,id
commit_user_mentions,note_id,notes,id
snippet_user_mentions,snippet_id,snippets,id
snippet_user_mentions,note_id,notes,id
design_user_mentions,note_id,notes,id
design_user_mentions,design_id,design_management_designs,id
service_desk_settings,project_id,projects,id
group_deletion_schedules,user_id,users,id
group_deletion_schedules,group_id,namespaces,id
import_failures,group_id,namespaces,id
packages_dependency_links,dependency_id,packages_dependencies,id
packages_dependency_links,package_id,packages_packages,id
sentry_issues,issue_id,issues,id
container_expiration_policies,project_id,projects,id
serverless_domain_cluster,pages_domain_id,pages_domains,id
serverless_domain_cluster,clusters_applications_knative_id,clusters_applications_knative,id
serverless_domain_cluster,creator_id,users,id
packages_build_infos,pipeline_id,ci_pipelines,id
packages_build_infos,package_id,packages_packages,id
ci_resource_groups,project_id,projects,id
ci_resources,build_id,ci_builds,id
ci_resources,resource_group_id,ci_resource_groups,id
ci_pipelines_config,pipeline_id,ci_pipelines,id
resource_weight_events,issue_id,issues,id
resource_weight_events,user_id,users,id
approval_project_rules_protected_branches,approval_project_rule_id,approval_project_rules,id
approval_project_rules_protected_branches,protected_branch_id,protected_branches,id
